Slope,Elevation,Corina,Target
250,1849,Permanently irrigated land,0.0
195,3209,Sparsely vegetated areas,0.0
235,2299,Bare rocks,0.0
221,2995,Bare rocks,0.0
222,1069,Bare rocks,0.0
229,2200,Sparsely vegetated areas,0.0
250,1855,Permanently irrigated land,0.0
215,3345,Bare rocks,0.0
173,2248,Bare rocks,0.0
193,1414,Bare rocks,0.0
210,2207,Sparsely vegetated areas,0.0
222,2247,Sparsely vegetated areas,0.0
223,2150,Sparsely vegetated areas,0.0
242,1871,Sparsely vegetated areas,0.0
171,2702,Bare rocks,0.0
247,1963,Land principally occupied by agriculture,0.0
247,2643,Natural grasslands,0.0
250,1854,Land principally occupied by agriculture,0.0
250,1893,Permanently irrigated land,0.0
201,1597,Transitional woodland,0.0
223,3041,Bare rocks,0.0
250,1849,Non-Irrigated Arable Land,0.0
212,2012,Natural grasslands,0.0
250,1852,Permanently irrigated land,0.0
199,2393,Natural grasslands,0.0
191,2626,Bare rocks,0.0
249,2217,Sparsely vegetated areas,0.0
248,2268,Sparsely vegetated areas,0.0
246,2451,Natural grasslands,0.0
203,1944,Bare rocks,0.0
249,2458,Sparsely vegetated areas,0.0
250,1880,Sparsely vegetated areas,0.0
178,2485,Bare rocks,0.0
240,3153,Natural grasslands,0.0
250,1891,Permanently irrigated land,0.0
237,2287,Sparsely vegetated areas,0.0
245,2193,Sparsely vegetated areas,0.0
240,2627,Sparsely vegetated areas,0.0
229,2966,Natural grasslands,0.0
249,2429,Natural grasslands,0.0
240,2088,Sparsely vegetated areas,0.0
193,2204,Natural grasslands,0.0
228,1804,Sparsely vegetated areas,0.0
239,2190,Natural grasslands,0.0
243,2363,Bare rocks,0.0
202,2369,Sparsely vegetated areas,0.0
227,2319,Bare rocks,0.0
216,2347,Bare rocks,0.0
239,1997,Sparsely vegetated areas,0.0
237,2254,Bare rocks,0.0
250,1857,Complex cultivation patterns,0.0
250,1857,Land principally occupied by agriculture,0.0
222,3518,Bare rocks,0.0
219,2422,Sparsely vegetated areas,0.0
192,2005,Sparsely vegetated areas,0.0
218,2476,Bare rocks,0.0
215,3118,Sparsely vegetated areas,0.0
209,2177,Bare rocks,0.0
230,2399,Sparsely vegetated areas,0.0
236,2683,Bare rocks,0.0
213,2995,Sparsely vegetated areas,0.0
250,1872,Permanently irrigated land,0.0
247,2672,Sparsely vegetated areas,0.0
215,2834,Bare rocks,0.0
248,2594,Sparsely vegetated areas,0.0
250,1913,Permanently irrigated land,0.0
244,2116,Sparsely vegetated areas,0.0
237,2861,Bare rocks,0.0
250,1862,Land principally occupied by agriculture,0.0
248,2426,Sparsely vegetated areas,0.0
250,1884,Complex cultivation patterns,0.0
250,1851,Permanently irrigated land,0.0
241,2588,Natural grasslands,0.0
222,2651,Bare rocks,0.0
221,1740,Sparsely vegetated areas,0.0
250,1861,Non-Irrigated Arable Land,0.0
233,2082,Sparsely vegetated areas,0.0
208,2576,Natural grasslands,0.0
209,2170,Bare rocks,0.0
227,2317,Sparsely vegetated areas,0.0
237,2090,Natural grasslands,0.0
250,1852,Inland marshes,0.0
197,2343,Bare rocks,0.0
234,2945,Natural grasslands,0.0
250,1856,Permanently irrigated land,0.0
201,2892,Bare rocks,0.0
212,1426,Natural grasslands,0.0
233,2591,Natural grasslands,0.0
241,1934,Sparsely vegetated areas,0.0
236,2318,Sparsely vegetated areas,0.0
234,1954,Sparsely vegetated areas,0.0
250,1868,Land principally occupied by agriculture,0.0
247,3180,Natural grasslands,0.0
248,1884,Complex cultivation patterns,0.0
245,3157,Natural grasslands,0.0
247,3011,Natural grasslands,0.0
227,2439,Sparsely vegetated areas,0.0
250,1851,Permanently irrigated land,0.0
241,1805,Sparsely vegetated areas,0.0
250,1852,Inland marshes,0.0
237,2782,Natural grasslands,0.0
235,2438,Sparsely vegetated areas,0.0
250,1852,Permanently irrigated land,0.0
248,2022,Sparsely vegetated areas,0.0
214,2777,Bare rocks,0.0
242,1873,Sparsely vegetated areas,0.0
211,2128,Sparsely vegetated areas,0.0
242,2002,Land principally occupied by agriculture,0.0
221,2052,Sparsely vegetated areas,0.0
239,2383,Natural grasslands,0.0
246,2103,Sparsely vegetated areas,0.0
182,3256,Bare rocks,0.0
232,2028,Sparsely vegetated areas,0.0
216,1882,Transitional woodland,0.0
179,1816,Transitional woodland,0.0
170,1993,Natural grasslands,0.0
248,1861,Land principally occupied by agriculture,0.0
250,1855,Land principally occupied by agriculture,0.0
250,2764,Sparsely vegetated areas,0.0
174,1934,Bare rocks,0.0
250,1857,Permanently irrigated land,0.0
188,3046,Sparsely vegetated areas,0.0
226,2129,Sparsely vegetated areas,0.0
250,1855,Non-Irrigated Arable Land,0.0
243,1571,Transitional woodland,0.0
230,2218,Sparsely vegetated areas,0.0
141,3012,Bare rocks,0.0
210,2131,Bare rocks,0.0
244,3027,Bare rocks,0.0
210,2539,Sparsely vegetated areas,0.0
239,2350,Natural grasslands,0.0
244,2037,Natural grasslands,0.0
234,1771,Transitional woodland,0.0
207,2181,Sparsely vegetated areas,0.0
224,2266,Natural grasslands,0.0
240,2195,Sparsely vegetated areas,0.0
235,2723,Natural grasslands,0.0
204,1858,Sparsely vegetated areas,0.0
229,2000,Sparsely vegetated areas,0.0
231,1704,Bare rocks,0.0
221,3012,Natural grasslands,0.0
173,2449,Bare rocks,0.0
234,2012,Bare rocks,0.0
181,2098,Sparsely vegetated areas,0.0
226,2082,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
245,3171,Bare rocks,0.0
191,2826,Bare rocks,0.0
250,1857,Permanently irrigated land,0.0
221,1425,Sparsely vegetated areas,0.0
242,2607,Natural grasslands,0.0
221,2411,Bare rocks,0.0
245,2460,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
246,2622,Bare rocks,0.0
192,2123,Bare rocks,0.0
237,2156,Sparsely vegetated areas,0.0
225,3295,Sparsely vegetated areas,0.0
206,2580,Bare rocks,0.0
241,1892,Land principally occupied by agriculture,0.0
222,2839,Sparsely vegetated areas,0.0
214,2916,Bare rocks,0.0
220,1629,Sparsely vegetated areas,0.0
250,1849,Permanently irrigated land,0.0
245,2778,Natural grasslands,0.0
239,2013,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
239,1999,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
250,1938,Permanently irrigated land,0.0
250,1870,Permanently irrigated land,0.0
237,2594,Sparsely vegetated areas,0.0
245,2484,Natural grasslands,0.0
204,2728,Bare rocks,0.0
250,1846,Inland marshes,0.0
193,2002,Broad-leaved forest,0.0
231,2039,Sparsely vegetated areas,0.0
238,2525,Sparsely vegetated areas,0.0
206,3111,Natural grasslands,0.0
222,2715,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
247,2954,Sparsely vegetated areas,0.0
215,2265,Sparsely vegetated areas,0.0
218,3156,Bare rocks,0.0
250,1852,Permanently irrigated land,0.0
212,2302,Bare rocks,0.0
226,2425,Sparsely vegetated areas,0.0
227,2579,Sparsely vegetated areas,0.0
250,1849,Permanently irrigated land,0.0
221,2265,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
226,2324,Sparsely vegetated areas,0.0
240,2114,Sparsely vegetated areas,0.0
250,1851,Permanently irrigated land,0.0
189,1864,Bare rocks,0.0
234,2084,Natural grasslands,0.0
196,2535,Natural grasslands,0.0
236,2280,Sparsely vegetated areas,0.0
249,1854,Sparsely vegetated areas,0.0
222,2276,Sparsely vegetated areas,0.0
250,1857,Complex cultivation patterns,0.0
207,2869,Natural grasslands,0.0
223,3221,Natural grasslands,0.0
241,1962,Sparsely vegetated areas,0.0
224,2436,Natural grasslands,0.0
250,1893,Permanently irrigated land,0.0
240,2348,Bare rocks,0.0
235,2020,Bare rocks,0.0
227,2399,Natural grasslands,0.0
250,1850,Inland marshes,0.0
230,2255,Sparsely vegetated areas,0.0
250,1854,Permanently irrigated land,0.0
217,2069,Sparsely vegetated areas,0.0
210,2057,Natural grasslands,0.0
233,3201,Natural grasslands,0.0
240,2421,Sparsely vegetated areas,0.0
250,1879,Land principally occupied by agriculture,0.0
227,2748,Sparsely vegetated areas,0.0
242,2318,Sparsely vegetated areas,0.0
245,1898,Natural grasslands,0.0
214,2410,Sparsely vegetated areas,0.0
244,2451,Sparsely vegetated areas,0.0
250,1853,Permanently irrigated land,0.0
224,2735,Natural grasslands,0.0
204,1657,Broad-leaved forest,0.0
220,2344,Bare rocks,0.0
225,2233,Sparsely vegetated areas,0.0
237,2920,Bare rocks,0.0
233,2269,Sparsely vegetated areas,0.0
241,2590,Sparsely vegetated areas,0.0
235,2060,Sparsely vegetated areas,0.0
205,2669,Natural grasslands,0.0
226,2327,Sparsely vegetated areas,0.0
216,2529,Bare rocks,0.0
222,2565,Natural grasslands,0.0
224,1834,Transitional woodland,0.0
250,1849,Permanently irrigated land,0.0
218,2266,Bare rocks,0.0
223,2694,Bare rocks,0.0
233,2309,Sparsely vegetated areas,0.0
250,1936,Land principally occupied by agriculture,0.0
207,1981,Natural grasslands,0.0
214,2192,Sparsely vegetated areas,0.0
239,2322,Bare rocks,0.0
232,2546,Sparsely vegetated areas,0.0
233,2480,Natural grasslands,0.0
221,2360,Sparsely vegetated areas,0.0
225,2648,Bare rocks,0.0
241,2103,Sparsely vegetated areas,0.0
189,2794,Natural grasslands,0.0
230,2258,Sparsely vegetated areas,0.0
232,1808,Sparsely vegetated areas,0.0
225,2001,Natural grasslands,0.0
250,1846,Non-Irrigated Arable Land,0.0
242,2084,Land principally occupied by agriculture,0.0
246,2256,Natural grasslands,0.0
234,3143,Bare rocks,0.0
250,1849,Inland marshes,0.0
195,3232,Sparsely vegetated areas,0.0
220,2477,Natural grasslands,0.0
216,2722,Bare rocks,0.0
211,1454,Bare rocks,0.0
245,2165,Bare rocks,0.0
250,1854,Permanently irrigated land,0.0
236,2607,Sparsely vegetated areas,0.0
233,2139,Pastures,0.0
234,2576,Sparsely vegetated areas,0.0
250,1858,Inland marshes,0.0
250,1850,Permanently irrigated land,0.0
229,3336,Bare rocks,0.0
237,2158,Sparsely vegetated areas,0.0
247,1962,Natural grasslands,0.0
241,2396,Sparsely vegetated areas,0.0
214,3178,Bare rocks,0.0
244,2012,Sparsely vegetated areas,0.0
250,1850,Discontinous Urban Fabric,0.0
173,3792,Bare rocks,0.0
197,3587,Bare rocks,0.0
228,2773,Natural grasslands,0.0
181,2041,Sparsely vegetated areas,0.0
237,1987,Bare rocks,0.0
247,2267,Sparsely vegetated areas,0.0
212,1677,Natural grasslands,0.0
212,2792,Sparsely vegetated areas,0.0
226,1783,Transitional woodland,0.0
250,1868,Complex cultivation patterns,0.0
224,2123,Sparsely vegetated areas,0.0
170,1848,Transitional woodland,0.0
238,2408,Sparsely vegetated areas,0.0
245,2060,Sparsely vegetated areas,0.0
234,2175,Sparsely vegetated areas,0.0
250,2530,Sparsely vegetated areas,0.0
199,2143,Sparsely vegetated areas,0.0
206,2459,Bare rocks,0.0
248,2123,Land principally occupied by agriculture,0.0
250,1846,Permanently irrigated land,0.0
205,2692,Natural grasslands,0.0
250,1850,Inland marshes,0.0
237,2571,Sparsely vegetated areas,0.0
250,1852,Permanently irrigated land,0.0
234,3549,Bare rocks,0.0
245,2688,Bare rocks,0.0
242,2517,Natural grasslands,0.0
237,2060,Natural grasslands,0.0
245,2439,Sparsely vegetated areas,0.0
250,1877,Permanently irrigated land,0.0
192,2360,Sparsely vegetated areas,0.0
202,1913,Transitional woodland,0.0
237,3111,Sparsely vegetated areas,0.0
241,2286,Sparsely vegetated areas,0.0
182,2050,Sparsely vegetated areas,0.0
225,3014,Bare rocks,0.0
250,1851,Land principally occupied by agriculture,0.0
250,1852,Permanently irrigated land,0.0
221,2171,Bare rocks,0.0
170,2612,Sparsely vegetated areas,0.0
236,2565,Natural grasslands,0.0
210,2530,Natural grasslands,0.0
236,2982,Bare rocks,0.0
205,2111,Bare rocks,0.0
237,1996,Natural grasslands,0.0
243,1262,Sparsely vegetated areas,0.0
250,1847,Inland marshes,0.0
226,2863,Bare rocks,0.0
250,1851,Permanently irrigated land,0.0
236,2265,Sparsely vegetated areas,0.0
237,2131,Bare rocks,0.0
232,2271,Sparsely vegetated areas,0.0
250,1877,Permanently irrigated land,0.0
249,1853,Inland marshes,0.0
232,2481,Natural grasslands,0.0
244,1978,Bare rocks,0.0
233,1786,Natural grasslands,0.0
230,2018,Sparsely vegetated areas,0.0
238,2086,Sparsely vegetated areas,0.0
233,2690,Sparsely vegetated areas,0.0
247,2120,Sparsely vegetated areas,0.0
240,2139,Natural grasslands,0.0
200,2563,Bare rocks,0.0
241,2323,Natural grasslands,0.0
232,2460,Natural grasslands,0.0
217,3233,Sparsely vegetated areas,0.0
210,2209,Sparsely vegetated areas,0.0
238,2384,Natural grasslands,0.0
250,1901,Permanently irrigated land,0.0
227,2746,Natural grasslands,0.0
209,2042,Sparsely vegetated areas,0.0
231,2833,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
198,3084,Sparsely vegetated areas,0.0
235,2202,Bare rocks,0.0
193,1389,Bare rocks,0.0
250,1851,Land principally occupied by agriculture,0.0
227,2467,Bare rocks,0.0
233,2334,Sparsely vegetated areas,0.0
234,2591,Natural grasslands,0.0
245,2051,Land principally occupied by agriculture,0.0
244,2487,Natural grasslands,0.0
249,2118,Land principally occupied by agriculture,0.0
224,2086,Bare rocks,0.0
227,1988,Sparsely vegetated areas,0.0
228,2325,Natural grasslands,0.0
236,2282,Natural grasslands,0.0
250,1853,Non-Irrigated Arable Land,0.0
250,1922,Land principally occupied by agriculture,0.0
250,1852,Permanently irrigated land,0.0
240,2434,Natural grasslands,0.0
199,1639,Transitional woodland,0.0
250,1850,Inland marshes,0.0
219,2269,Natural grasslands,0.0
215,2192,Sparsely vegetated areas,0.0
187,1789,Bare rocks,0.0
227,2121,Sparsely vegetated areas,0.0
250,1864,Land principally occupied by agriculture,0.0
250,2181,Natural grasslands,0.0
182,2561,Sparsely vegetated areas,0.0
218,1994,Sparsely vegetated areas,0.0
241,2385,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
234,2227,Natural grasslands,0.0
226,2158,Sparsely vegetated areas,0.0
183,2012,Sparsely vegetated areas,0.0
220,2361,Bare rocks,0.0
250,1854,Permanently irrigated land,0.0
243,2477,Natural grasslands,0.0
232,1756,Transitional woodland,0.0
230,2871,Natural grasslands,0.0
250,1853,Permanently irrigated land,0.0
214,2425,Sparsely vegetated areas,0.0
248,2413,Natural grasslands,0.0
250,1850,Inland marshes,0.0
178,2325,Sparsely vegetated areas,0.0
223,1809,Transitional woodland,0.0
233,2363,Sparsely vegetated areas,0.0
236,2886,Bare rocks,0.0
177,2539,Sparsely vegetated areas,0.0
249,1903,Permanently irrigated land,0.0
250,1851,Inland marshes,0.0
239,2097,Sparsely vegetated areas,0.0
250,1854,Non-Irrigated Arable Land,0.0
199,2893,Bare rocks,0.0
235,2547,Natural grasslands,0.0
208,2244,Bare rocks,0.0
240,1936,Sparsely vegetated areas,0.0
227,3210,Bare rocks,0.0
193,2624,Bare rocks,0.0
250,1895,Permanently irrigated land,0.0
250,1852,Inland marshes,0.0
211,2544,Natural grasslands,0.0
214,2992,Bare rocks,0.0
227,2267,Sparsely vegetated areas,0.0
133,3147,Bare rocks,0.0
207,2790,Bare rocks,0.0
186,3594,Bare rocks,0.0
228,1733,Natural grasslands,0.0
234,2699,Sparsely vegetated areas,0.0
250,1846,Pastures,0.0
225,2443,Sparsely vegetated areas,0.0
233,2099,Natural grasslands,0.0
207,2326,Sparsely vegetated areas,0.0
250,1849,Inland marshes,0.0
241,2501,Natural grasslands,0.0
247,2349,Sparsely vegetated areas,0.0
229,2569,Sparsely vegetated areas,0.0
225,2202,Sparsely vegetated areas,0.0
238,2162,Bare rocks,0.0
250,1866,Land principally occupied by agriculture,0.0
212,2641,Natural grasslands,0.0
230,3234,Bare rocks,0.0
197,2126,Broad-leaved forest,0.0
250,1882,Permanently irrigated land,0.0
227,2120,Natural grasslands,0.0
250,1857,Land principally occupied by agriculture,0.0
249,1925,Land principally occupied by agriculture,0.0
206,2802,Bare rocks,0.0
236,2240,Bare rocks,0.0
247,3026,Natural grasslands,0.0
248,2594,Natural grasslands,0.0
250,1869,Complex cultivation patterns,0.0
191,2171,Bare rocks,0.0
249,2503,Natural grasslands,0.0
234,3002,Natural grasslands,0.0
250,1850,Inland marshes,0.0
230,1791,Natural grasslands,0.0
248,1878,Permanently irrigated land,0.0
247,2486,Sparsely vegetated areas,0.0
232,2143,Sparsely vegetated areas,0.0
250,1872,Permanently irrigated land,0.0
224,2700,Sparsely vegetated areas,0.0
245,2487,Natural grasslands,0.0
208,3137,Bare rocks,0.0
249,2735,Natural grasslands,0.0
218,2806,Bare rocks,0.0
196,2257,Sparsely vegetated areas,0.0
250,1853,Permanently irrigated land,0.0
250,1851,Permanently irrigated land,0.0
225,1501,Natural grasslands,0.0
243,1922,Land principally occupied by agriculture,0.0
217,2088,Natural grasslands,0.0
213,1882,Transitional woodland,0.0
214,1706,Natural grasslands,0.0
249,1919,Permanently irrigated land,0.0
194,2197,Bare rocks,0.0
250,1901,Land principally occupied by agriculture,0.0
247,2598,Bare rocks,0.0
232,2063,Natural grasslands,0.0
250,1854,Permanently irrigated land,0.0
250,1853,Permanently irrigated land,0.0
250,1852,Permanently irrigated land,0.0
238,1918,Bare rocks,0.0
238,2534,Bare rocks,0.0
250,1848,Non-Irrigated Arable Land,0.0
207,2254,Sparsely vegetated areas,0.0
248,2325,Sparsely vegetated areas,0.0
250,1857,Permanently irrigated land,0.0
231,2781,Sparsely vegetated areas,0.0
236,2551,Bare rocks,0.0
230,2353,Natural grasslands,0.0
250,1851,Inland marshes,0.0
230,3212,Sparsely vegetated areas,0.0
244,2597,Natural grasslands,0.0
206,2280,Bare rocks,0.0
211,2950,Natural grasslands,0.0
212,2343,Sparsely vegetated areas,0.0
168,2159,Sparsely vegetated areas,0.0
183,2932,Bare rocks,0.0
226,2348,Sparsely vegetated areas,0.0
240,2334,Natural grasslands,0.0
230,2476,Sparsely vegetated areas,0.0
234,2997,Bare rocks,0.0
220,2842,Sparsely vegetated areas,0.0
246,1991,Sparsely vegetated areas,0.0
241,1488,Transitional woodland,0.0
214,2573,Bare rocks,0.0
224,2120,Sparsely vegetated areas,0.0
245,2400,Sparsely vegetated areas,0.0
246,1955,Sparsely vegetated areas,0.0
217,2533,Natural grasslands,0.0
250,1850,Permanently irrigated land,0.0
223,2697,Sparsely vegetated areas,0.0
237,2418,Bare rocks,0.0
211,2493,Natural grasslands,0.0
237,2609,Natural grasslands,0.0
204,3178,Bare rocks,0.0
249,1957,Permanently irrigated land,0.0
243,2233,Natural grasslands,0.0
250,1847,Inland marshes,0.0
248,2720,Bare rocks,0.0
225,2729,Sparsely vegetated areas,0.0
237,1906,Sparsely vegetated areas,0.0
242,2849,Sparsely vegetated areas,0.0
197,2270,Sparsely vegetated areas,0.0
230,2010,Natural grasslands,0.0
199,2355,Bare rocks,0.0
250,1847,Pastures,0.0
230,2183,Natural grasslands,0.0
239,2529,Sparsely vegetated areas,0.0
231,3321,Bare rocks,0.0
179,2325,Sparsely vegetated areas,0.0
188,2885,Bare rocks,0.0
247,1891,Permanently irrigated land,0.0
211,2859,Bare rocks,0.0
238,3248,Natural grasslands,0.0
195,2466,Bare rocks,0.0
197,1816,Bare rocks,0.0
247,1952,Land principally occupied by agriculture,0.0
240,2027,Land principally occupied by agriculture,0.0
233,2053,Sparsely vegetated areas,0.0
216,2365,Sparsely vegetated areas,0.0
250,1876,Permanently irrigated land,0.0
250,2456,Sparsely vegetated areas,0.0
237,2787,Sparsely vegetated areas,0.0
250,1849,Inland marshes,0.0
204,2001,Bare rocks,0.0
235,1701,Transitional woodland,0.0
244,2657,Bare rocks,0.0
248,1485,Transitional woodland,0.0
203,1545,Transitional woodland,0.0
227,1877,Transitional woodland,0.0
238,2020,Sparsely vegetated areas,0.0
234,1993,Land principally occupied by agriculture,0.0
250,1876,Permanently irrigated land,0.0
244,2249,Bare rocks,0.0
248,1953,Permanently irrigated land,0.0
241,2278,Natural grasslands,0.0
213,2446,Natural grasslands,0.0
248,3670,Bare rocks,0.0
248,2451,Sparsely vegetated areas,0.0
244,1986,Sparsely vegetated areas,0.0
246,2217,Sparsely vegetated areas,0.0
244,2711,Sparsely vegetated areas,0.0
229,1919,Sparsely vegetated areas,0.0
207,2792,Bare rocks,0.0
246,1977,Sparsely vegetated areas,0.0
232,1690,Transitional woodland,0.0
249,2453,Sparsely vegetated areas,0.0
230,2267,Sparsely vegetated areas,0.0
245,2563,Sparsely vegetated areas,0.0
216,1883,Sparsely vegetated areas,0.0
233,3048,Bare rocks,0.0
180,3100,Bare rocks,0.0
233,2651,Natural grasslands,0.0
245,2013,Sparsely vegetated areas,0.0
205,3126,Bare rocks,0.0
242,2387,Bare rocks,0.0
218,1586,Transitional woodland,0.0
250,1871,Land principally occupied by agriculture,0.0
240,2205,Sparsely vegetated areas,0.0
237,3066,Bare rocks,0.0
242,2130,Sparsely vegetated areas,0.0
206,2500,Natural grasslands,0.0
217,2048,Bare rocks,0.0
246,1984,Sparsely vegetated areas,0.0
249,2649,Sparsely vegetated areas,0.0
250,1862,Complex cultivation patterns,0.0
249,2019,Natural grasslands,0.0
248,1918,Permanently irrigated land,0.0
250,1873,Permanently irrigated land,0.0
224,2320,Sparsely vegetated areas,0.0
243,2240,Natural grasslands,0.0
213,3198,Sparsely vegetated areas,0.0
244,1987,Sparsely vegetated areas,0.0
236,2374,Sparsely vegetated areas,0.0
250,1876,Permanently irrigated land,0.0
249,1807,Land principally occupied by agriculture,0.0
218,2404,Natural grasslands,0.0
250,1871,Land principally occupied by agriculture,0.0
250,1879,Permanently irrigated land,0.0
232,3340,Bare rocks,0.0
221,2403,Sparsely vegetated areas,0.0
225,2587,Natural grasslands,0.0
241,2387,Natural grasslands,0.0
247,2073,Natural grasslands,0.0
249,1910,Permanently irrigated land,0.0
232,1908,Sparsely vegetated areas,0.0
227,2423,Sparsely vegetated areas,0.0
242,1844,Natural grasslands,0.0
226,1695,Broad-leaved forest,0.0
250,1851,Inland marshes,0.0
233,2410,Natural grasslands,0.0
229,2492,Sparsely vegetated areas,0.0
232,2541,Natural grasslands,0.0
247,1929,Sparsely vegetated areas,0.0
231,2053,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
239,1849,Natural grasslands,0.0
196,2871,Bare rocks,0.0
165,2130,Sparsely vegetated areas,0.0
248,2406,Sparsely vegetated areas,0.0
227,2773,Sparsely vegetated areas,0.0
240,1975,Sparsely vegetated areas,0.0
225,2803,Natural grasslands,0.0
243,1281,Sparsely vegetated areas,0.0
236,2088,Sparsely vegetated areas,0.0
225,1901,Sparsely vegetated areas,0.0
212,3244,Bare rocks,0.0
232,2030,Sparsely vegetated areas,0.0
248,1906,Natural grasslands,0.0
250,1897,Land principally occupied by agriculture,0.0
215,1695,Transitional woodland,0.0
247,2149,Natural grasslands,0.0
249,1901,Land principally occupied by agriculture,0.0
245,2185,Pastures,0.0
211,2391,Natural grasslands,0.0
243,3024,Bare rocks,0.0
220,2460,Natural grasslands,0.0
210,2362,Natural grasslands,0.0
211,1426,Sparsely vegetated areas,0.0
231,2231,Bare rocks,0.0
250,1851,Permanently irrigated land,0.0
243,1771,Sparsely vegetated areas,0.0
213,3266,Bare rocks,0.0
229,2433,Natural grasslands,0.0
194,1834,Sparsely vegetated areas,0.0
233,1975,Sparsely vegetated areas,0.0
240,2468,Natural grasslands,0.0
222,1774,Natural grasslands,0.0
250,1867,Permanently irrigated land,0.0
250,1868,Permanently irrigated land,0.0
234,1812,Bare rocks,0.0
221,3158,Bare rocks,0.0
250,1850,Inland marshes,0.0
180,2729,Sparsely vegetated areas,0.0
250,1849,Permanently irrigated land,0.0
235,2398,Sparsely vegetated areas,0.0
228,2214,Natural grasslands,0.0
250,1878,Permanently irrigated land,0.0
231,2402,Sparsely vegetated areas,0.0
202,2479,Sparsely vegetated areas,0.0
247,3206,Bare rocks,0.0
250,1850,Permanently irrigated land,0.0
246,2142,Sparsely vegetated areas,0.0
250,1870,Inland marshes,0.0
224,2452,Sparsely vegetated areas,0.0
223,2661,Natural grasslands,0.0
228,1901,Natural grasslands,0.0
178,2390,Natural grasslands,0.0
239,2412,Natural grasslands,0.0
232,2676,Bare rocks,0.0
207,2390,Natural grasslands,0.0
221,2583,Natural grasslands,0.0
204,2934,Sparsely vegetated areas,0.0
226,1811,Transitional woodland,0.0
240,3541,Bare rocks,0.0
215,2537,Natural grasslands,0.0
243,2217,Sparsely vegetated areas,0.0
250,1867,Complex cultivation patterns,0.0
247,1972,Bare rocks,0.0
207,2326,Natural grasslands,0.0
232,2680,Natural grasslands,0.0
222,2896,Bare rocks,0.0
250,1857,Sparsely vegetated areas,0.0
250,1852,Permanently irrigated land,0.0
214,2765,Sparsely vegetated areas,0.0
248,1867,Sparsely vegetated areas,0.0
240,2602,Natural grasslands,0.0
212,2031,Sparsely vegetated areas,0.0
229,2086,Natural grasslands,0.0
229,2203,Natural grasslands,0.0
208,1909,Transitional woodland,0.0
208,2451,Bare rocks,0.0
244,2630,Bare rocks,0.0
249,1855,Land principally occupied by agriculture,0.0
208,1983,Natural grasslands,0.0
231,2479,Natural grasslands,0.0
244,2487,Sparsely vegetated areas,0.0
200,1708,Natural grasslands,0.0
212,2793,Sparsely vegetated areas,0.0
238,1397,Natural grasslands,0.0
228,2041,Sparsely vegetated areas,0.0
227,2920,Bare rocks,0.0
250,1857,Inland marshes,0.0
243,2217,Pastures,0.0
236,2179,Sparsely vegetated areas,0.0
250,1884,Permanently irrigated land,0.0
209,2298,Natural grasslands,0.0
241,2004,Bare rocks,0.0
246,1946,Permanently irrigated land,0.0
210,1754,Transitional woodland,0.0
234,2542,Natural grasslands,0.0
250,1850,Permanently irrigated land,0.0
242,2390,Sparsely vegetated areas,0.0
250,1924,Permanently irrigated land,0.0
248,2296,Sparsely vegetated areas,0.0
241,1994,Bare rocks,0.0
250,1881,Land principally occupied by agriculture,0.0
250,1852,Land principally occupied by agriculture,0.0
250,1852,Inland marshes,0.0
194,1699,Natural grasslands,0.0
238,2356,Natural grasslands,0.0
229,2108,Sparsely vegetated areas,0.0
202,2598,Natural grasslands,0.0
205,1880,Sparsely vegetated areas,0.0
241,2621,Natural grasslands,0.0
237,2591,Bare rocks,0.0
216,2194,Natural grasslands,0.0
232,2479,Sparsely vegetated areas,0.0
246,2030,Natural grasslands,0.0
249,1918,Sparsely vegetated areas,0.0
233,2569,Sparsely vegetated areas,0.0
241,2453,Sparsely vegetated areas,0.0
246,2289,Sparsely vegetated areas,0.0
250,1852,Permanently irrigated land,0.0
242,2039,Sparsely vegetated areas,0.0
239,1876,Sparsely vegetated areas,0.0
250,1882,Permanently irrigated land,0.0
249,1887,Complex cultivation patterns,0.0
216,2892,Bare rocks,0.0
215,2072,Natural grasslands,0.0
226,2411,Pastures,0.0
192,3459,Bare rocks,0.0
228,1954,Sparsely vegetated areas,0.0
221,1836,Sparsely vegetated areas,0.0
236,1916,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
227,2602,Sparsely vegetated areas,0.0
224,2019,Transitional woodland,0.0
215,2326,Sparsely vegetated areas,0.0
239,2984,Bare rocks,0.0
250,1885,Permanently irrigated land,0.0
228,1741,Sparsely vegetated areas,0.0
246,2772,Natural grasslands,0.0
244,2998,Natural grasslands,0.0
243,1993,Bare rocks,0.0
235,1486,Natural grasslands,0.0
236,2357,Natural grasslands,0.0
243,2423,Sparsely vegetated areas,0.0
201,2422,Natural grasslands,0.0
243,2649,Natural grasslands,0.0
250,1849,Non-Irrigated Arable Land,0.0
214,3009,Bare rocks,0.0
